src,dst,rel,source_resource,evidence_class
Protein:D3U1D9,EnzymeEC:1.1.1.313,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.313,Compound:NADP+,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.313,Compound:isethionate,has_kinetic_substrate,SKiD,real_evidence
Protein:Q3L181,EnzymeEC:1.1.1.317,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.317,Compound:perakine,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.317,Compound:4-nitrobenzaldehyde,has_kinetic_substrate,SKiD,real_evidence
Protein:Q7NQL0,EnzymeEC:1.1.1.335,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.335,Compound:UDP-alpha-D-glucuronate,has_kinetic_substrate,SKiD,real_evidence
Protein:A9H324,EnzymeEC:1.1.1.343,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.343,Compound:NADP+,has_kinetic_substrate,SKiD,real_evidence
Protein:Q0KEY8,EnzymeEC:1.1.1.35,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.35,Compound:acetoacetyl-CoA,has_kinetic_substrate,SKiD,real_evidence
Protein:P77555,EnzymeEC:1.1.1.350,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.350,Compound:(S)-ureidoglycolate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.350,Compound:NAD+,has_kinetic_substrate,SKiD,real_evidence
Protein:O93715,EnzymeEC:1.1.1.359,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.359,Compound:D-xylose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.359,Compound:beta-D-glucose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.359,Compound:D-galactose,has_kinetic_substrate,SKiD,real_evidence
Protein:P11411,EnzymeEC:1.1.1.363,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.363,Compound:NADP+,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.363,Compound:NAD+,has_kinetic_substrate,SKiD,real_evidence
Protein:O87871,EnzymeEC:1.1.1.368,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.368,Compound:6-hydroxycyclohex-1-ene-1-carbonyl-CoA,has_kinetic_substrate,SKiD,real_evidence
Protein:A0A088E2H7,EnzymeEC:1.1.1.37,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.37,Compound:NADPH,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.37,Compound:NADH,has_kinetic_substrate,SKiD,real_evidence
Protein:A0A0U3FQH7,EnzymeEC:1.1.1.37,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.37,Compound:pyruvate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.37,Compound:oxaloacetate,has_kinetic_substrate,SKiD,real_evidence
Protein:P61889,EnzymeEC:1.1.1.37,annotated_as_ec,SKiD,real_evidence
Protein:P93819,EnzymeEC:1.1.1.37,annotated_as_ec,SKiD,real_evidence
Protein:P9WK13,EnzymeEC:1.1.1.37,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.37,Compound:(S)-malate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.37,Compound:NAD+,has_kinetic_substrate,SKiD,real_evidence
Protein:Q6VVP7,EnzymeEC:1.1.1.37,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.37,Compound:malate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.37,Compound:reduced_acetylpyridine_adenine_dinucleotide,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.37,Compound:acetylpyridine_adenine_dinucleotide,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.37,Compound:alpha-ketomalonate,has_kinetic_substrate,SKiD,real_evidence
Protein:K7ZP76,EnzymeEC:1.1.1.370,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.370,Compound:L-epi-2-inosose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.370,Compound:myo-inositol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.370,Compound:scyllo-Inositol,has_kinetic_substrate,SKiD,real_evidence
Protein:P0A9V8,EnzymeEC:1.1.1.373,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.373,Compound:2-hydroxy-3-oxopropane-1-sulfonate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.373,Compound:(S)-3-sulfolactaldehyde,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.373,Compound:NADH,has_kinetic_substrate,SKiD,real_evidence
Protein:Q53TZ2,EnzymeEC:1.1.1.376,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.376,Compound:NADP+,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.376,Compound:D-galactose,has_kinetic_substrate,SKiD,real_evidence
Protein:P23368,EnzymeEC:1.1.1.38,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.38,Compound:(S)-malate,has_kinetic_substrate,SKiD,real_evidence
Protein:P26616,EnzymeEC:1.1.1.38,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.38,Compound:nicotinamide_cytosine_dinucleotide,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.38,Compound:NAD+,has_kinetic_substrate,SKiD,real_evidence
Protein:D0WGK0,EnzymeEC:1.1.1.383,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.383,Compound:NADH,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.383,Compound:NADPH,has_kinetic_substrate,SKiD,real_evidence
Protein:P05793,EnzymeEC:1.1.1.383,annotated_as_ec,SKiD,real_evidence
Protein:P48163,EnzymeEC:1.1.1.40,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.40,Compound:(S)-malate,has_kinetic_substrate,SKiD,real_evidence
Protein:Q8GAX0,EnzymeEC:1.1.1.41,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.41,Compound:NADP+,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.41,Compound:NAD+,has_kinetic_substrate,SKiD,real_evidence
Protein:O75874,EnzymeEC:1.1.1.42,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.42,Compound:2-oxoglutarate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.42,Compound:isocitrate,has_kinetic_substrate,SKiD,real_evidence
Protein:P08200,EnzymeEC:1.1.1.42,annotated_as_ec,SKiD,real_evidence
Protein:P33198,EnzymeEC:1.1.1.42,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.42,Compound:NADP+,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.42,Compound:NAD+,has_kinetic_substrate,SKiD,real_evidence
Protein:P48735,EnzymeEC:1.1.1.42,annotated_as_ec,SKiD,real_evidence
Protein:P54071,EnzymeEC:1.1.1.42,annotated_as_ec,SKiD,real_evidence
Protein:P9WKL1,EnzymeEC:1.1.1.42,annotated_as_ec,SKiD,real_evidence
Protein:Q6AQ66,EnzymeEC:1.1.1.42,annotated_as_ec,SKiD,real_evidence
Protein:A0A545BBS8,EnzymeEC:1.1.1.422,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.422,Compound:2-chloro-1-phenyl-1-propanone,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.422,"Compound:1,2-indanedione",has_kinetic_substrate,SKiD,real_evidence
Protein:P00349,EnzymeEC:1.1.1.44,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.44,Compound:6-phosphono-D-gluconate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.44,"Compound:6,7-dideoxy-7-phosphono-D-glucoheptonate",has_kinetic_substrate,SKiD,real_evidence
Protein:P52209,EnzymeEC:1.1.1.44,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.44,Compound:6-phospho-D-gluconate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.44,Compound:NADP+,has_kinetic_substrate,SKiD,real_evidence
Protein:Q8IKT2,EnzymeEC:1.1.1.44,annotated_as_ec,SKiD,real_evidence
Protein:P11413,EnzymeEC:1.1.1.49,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.49,Compound:NADP+,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.49,Compound:D-glucose_6-phosphate,has_kinetic_substrate,SKiD,real_evidence
Protein:Q1WBU6,EnzymeEC:1.1.1.49,annotated_as_ec,SKiD,real_evidence
Protein:Q9SLN8,EnzymeEC:1.1.1.54,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.54,Compound:(R)-pulegone,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.54,Compound:(S)-pulegone,has_kinetic_substrate,SKiD,real_evidence
Protein:Q9BPX1,EnzymeEC:1.1.1.62,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.62,Compound:17beta-estradiol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.62,"Compound:5-androstene-3beta,17beta-diol",has_kinetic_substrate,SKiD,real_evidence
Protein:O93874,EnzymeEC:1.1.1.62,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.62,Compound:NADPH,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.62,Compound:NADP+,has_kinetic_substrate,SKiD,real_evidence
Protein:Q48436,EnzymeEC:1.1.1.76,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.76,"Compound:(2S,3S)-butane-2,3-diol",has_kinetic_substrate,SKiD,real_evidence
Protein:P21695,EnzymeEC:1.1.1.8,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.8,Compound:glycerone_phosphate,has_kinetic_substrate,SKiD,real_evidence
Protein:D2YZL2,EnzymeEC:1.1.1.85,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.85,"Compound:(2R,3S)-3-isopropylmalate",has_kinetic_substrate,SKiD,real_evidence
Protein:P93832,EnzymeEC:1.1.1.85,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.85,Compound:3-(2'-methylthio)ethylmalate,has_kinetic_substrate,SKiD,real_evidence
Protein:Q4JB37,EnzymeEC:1.1.1.85,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.85,Compound:homoisocitrate,has_kinetic_substrate,SKiD,real_evidence
Protein:Q5SIY4,EnzymeEC:1.1.1.85,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.85,Compound:NAD+,has_kinetic_substrate,SKiD,real_evidence
Protein:Q8E9N3,EnzymeEC:1.1.1.85,annotated_as_ec,SKiD,real_evidence
Protein:C8WR67,EnzymeEC:1.1.1.86,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.86,Compound:NADH,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.86,Compound:NADPH,has_kinetic_substrate,SKiD,real_evidence
Protein:Q2FWK4,EnzymeEC:1.1.1.86,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.86,Compound:(S)-2-acetolactate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.86,Compound:(2S)-2-acetolactate,has_kinetic_substrate,SKiD,real_evidence
Protein:Q4J8K9,EnzymeEC:1.1.1.86,annotated_as_ec,SKiD,real_evidence
Protein:Q57179,EnzymeEC:1.1.1.86,annotated_as_ec,SKiD,real_evidence
Protein:C0IR58,EnzymeEC:1.1.1.91,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.91,Compound:NAD+,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.91,Compound:NADP+,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.91,Compound:(S)-1-phenylethanol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.91,Compound:(R)-1-phenylethanol,has_kinetic_substrate,SKiD,real_evidence
Protein:O43175,EnzymeEC:1.1.1.95,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.95,Compound:acetylpyridine,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.95,Compound:NAD+,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.95,Compound:Thionicotinamide,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.95,Compound:pyridinealdehyde_adenine_dinucleotide,has_kinetic_substrate,SKiD,real_evidence
Protein:P0A9T0,EnzymeEC:1.1.1.95,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.1.95,Compound:2-oxoglutarate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.95,Compound:3-phosphooxypyruvate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.1.95,Compound:3-phospho-D-glycerate,has_kinetic_substrate,SKiD,real_evidence
Protein:Q76KF5,EnzymeEC:1.1.1.95,annotated_as_ec,SKiD,real_evidence
Protein:P00175,EnzymeEC:1.1.2.3,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.2.3,Compound:L-lactate,has_kinetic_substrate,SKiD,real_evidence
Protein:Q7ZA32,EnzymeEC:1.1.3.10,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.10,Compound:D-glucose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.10,Compound:D-galactose,has_kinetic_substrate,SKiD,real_evidence
Protein:Q5NT46,EnzymeEC:1.1.3.12,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.12,Compound:pyridoxine,has_kinetic_substrate,SKiD,real_evidence
Protein:P04842,EnzymeEC:1.1.3.13,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.13,Compound:methanol,has_kinetic_substrate,SKiD,real_evidence
Protein:Q7X2H8,EnzymeEC:1.1.3.13,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.13,Compound:1-Hexanol,has_kinetic_substrate,SKiD,real_evidence
Protein:T2M2J4,EnzymeEC:1.1.3.13,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.13,Compound:diethylene_glycol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.13,"Compound:(R)-1,2-Propanediol",has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.13,Compound:ethanol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.13,"Compound:pentane-1,4-diol",has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.13,Compound:1-propanol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.13,"Compound:pentane-1,5-diol",has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.13,Compound:hexan-1-ol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.13,"Compound:hexane-1,6-diol",has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.13,"Compound:Butane-1,4-diol",has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.13,"Compound:2,2'-sulfanediyldi(ethan-1-ol)",has_kinetic_substrate,SKiD,real_evidence
Protein:Q07523,EnzymeEC:1.1.3.15,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.15,Compound:L-2-hydroxy_octanoate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.15,Compound:L-2-hydroxy_palmitate,has_kinetic_substrate,SKiD,real_evidence
Protein:Q9UJM8,EnzymeEC:1.1.3.15,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.15,Compound:glyoxylate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.15,Compound:glycolate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.15,Compound:2-oxo-octanoate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.15,Compound:flavin,has_kinetic_substrate,SKiD,real_evidence
Protein:Q44467,EnzymeEC:1.1.3.2,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.2,Compound:glycerate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.2,Compound:L-lactate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.2,Compound:(S)-lactate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.2,Compound:2-hydroxybutanoate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.2,Compound:2-hydroxypentanoate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.2,Compound:(S)-mandelic_acid,has_kinetic_substrate,SKiD,real_evidence
Protein:P56216,EnzymeEC:1.1.3.38,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.38,Compound:4-cyclopentylphenol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.38,Compound:2-amino-p-cresol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.38,Compound:creosol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.38,Compound:4-Ethylphenol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.38,Compound:Vanillyl_alcohol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.38,Compound:eugenol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.38,Compound:chavicol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.38,Compound:4-(Methoxymethyl)phenol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.38,Compound:2-methyl-p-cresol,has_kinetic_substrate,SKiD,real_evidence
Protein:Q0SBK1,EnzymeEC:1.1.3.38,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.38,Compound:vanillylamine,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.38,Compound:4-ethylguaiacol,has_kinetic_substrate,SKiD,real_evidence
Protein:P13006,EnzymeEC:1.1.3.4,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.4,Compound:beta-D-glucose,has_kinetic_substrate,SKiD,real_evidence
Protein:Q9ZBU1,EnzymeEC:1.1.3.41,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.41,Compound:glycerol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.41,Compound:D-mannitol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.41,Compound:D-sorbitol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.41,"Compound:(R)-1-phenyl-1,2-ethanediol",has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.41,Compound:xylitol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.41,"Compound:1-phenyl-1,2-ethanediol",has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.41,"Compound:(S)-1-phenyl-1,2-ethanediol",has_kinetic_substrate,SKiD,real_evidence
Protein:O52792,EnzymeEC:1.1.3.46,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.46,Compound:(S)-Mandelate,has_kinetic_substrate,SKiD,real_evidence
Protein:O94219,EnzymeEC:1.1.3.47,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.47,Compound:4-anisaldehyde,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.47,"Compound:2,5-diformylfuran",has_kinetic_substrate,SKiD,real_evidence
Protein:P22637,EnzymeEC:1.1.3.6,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.6,Compound:cholesterol,has_kinetic_substrate,SKiD,real_evidence
Protein:G2PZJ2,EnzymeEC:1.1.3.7,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.7,Compound:anisyl_alcohol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.7,Compound:5-hydroxymethylfurfural,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.7,Compound:veratryl_alcohol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.7,Compound:cinnamyl_alcohol,has_kinetic_substrate,SKiD,real_evidence
Protein:P0CS93,EnzymeEC:1.1.3.9,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.3.9,"Compound:2-methylene-1,3-propanediol",has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.3.9,Compound:D-galactose,has_kinetic_substrate,SKiD,real_evidence
Protein:P13650,EnzymeEC:1.1.5.2,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.5.2,Compound:cellobiose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.5.2,Compound:D-galactose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.5.2,Compound:maltose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.5.2,Compound:D-glucose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.5.2,Compound:allose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.5.2,Compound:3-O-methyl-D-glucose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.5.2,Compound:lactose,has_kinetic_substrate,SKiD,real_evidence
Protein:Q88JH0,EnzymeEC:1.1.5.5,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.5.5,Compound:ethanol,has_kinetic_substrate,SKiD,real_evidence
Protein:B8MX95,EnzymeEC:1.1.5.9,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.5.9,Compound:D-glucose,has_kinetic_substrate,SKiD,real_evidence
Protein:A9XK88,EnzymeEC:1.1.99.18,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.99.18,"Compound:2,6-dichloroindophenol",has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.18,Compound:O2,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.18,"Compound:2,6-dichlorophenol_indophenol",has_kinetic_substrate,SKiD,real_evidence
Protein:Q3L245,EnzymeEC:1.1.99.29,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:ferricenium_ion,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:ferrocenium_ion,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:L-arabinose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,"Compound:1,4-benzoquinone",has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,"Compound:2,6-dichlorophenolindophenol",has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:maltose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:D-mannose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:cellobiose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:D-galactose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:D-allose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:maltotriose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:L-sorbose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:D-glucose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:D-xylose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:methyl-alpha-D-glucopyranoside,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,"Compound:2,2'-azino-bis[3-ethylbenzothiazoline]-6-sulfonic_acid",has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:lactose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:D-talose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:D-fructose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:D-ribose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:D-sorbose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:xylobiose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,Compound:D-maltose,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.29,"Compound:2-chloro-1,4-benzoquinone",has_kinetic_substrate,SKiD,real_evidence
Protein:P20932,EnzymeEC:1.1.99.31,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.99.31,Compound:2-Hydroxyoctanoate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.31,Compound:ethyl-(S)-mandelate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.31,Compound:Mandelate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.31,Compound:methyl-(S)-mandelate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.31,Compound:3-indolelactate,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.31,Compound:(S)-Mandelate,has_kinetic_substrate,SKiD,real_evidence
Protein:Q8G907,EnzymeEC:1.1.99.38,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.1.99.38,Compound:2-deoxy-scyllo-inosamine,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.1.99.38,Compound:S-adenosyl-L-methionine,has_kinetic_substrate,SKiD,real_evidence
Protein:Q96UT7,EnzymeEC:1.10.3.2,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.10.3.2,"Compound:2,2'-azinobis(3-ethylbenzothiazoline-6-sulfonic_acid)",has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.10.3.2,"Compound:2,6-dimethoxyphenol",has_kinetic_substrate,SKiD,real_evidence
Protein:P37062,EnzymeEC:1.11.1.1,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.11.1.1,Compound:NADH,has_kinetic_substrate,SKiD,real_evidence
Protein:P04963,EnzymeEC:1.11.1.10,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.11.1.10,Compound:equiline,has_kinetic_substrate,SKiD,real_evidence
Protein:P36969,EnzymeEC:1.11.1.12,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.11.1.12,Compound:phosphatidylcholine_hydroperoxide,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.11.1.12,Compound:tert-butyl_hydroperoxide,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.11.1.12,Compound:H2O2,has_kinetic_substrate,SKiD,real_evidence
Protein:O94753,EnzymeEC:1.11.1.16,annotated_as_ec,SKiD,real_evidence
EnzymeEC:1.11.1.16,Compound:Mn2+,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.11.1.16,Compound:methoxyhydroquinone,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.11.1.16,Compound:H2O2,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.11.1.16,Compound:veratryl_alcohol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.11.1.16,Compound:guaiacol,has_kinetic_substrate,SKiD,real_evidence
EnzymeEC:1.11.1.16,Compound:catechol,has_kinetic_substrate,SKiD,real_evidence
