group_id,target_enzyme,target_family,stage,members,member_count,source_score_list,match_schema,epsilon_threshold,synergy_group_score,evidence_class
5dee76626b4b1bf1,phosphoenolpyruvate carboxylase,PEPC,vegetative_expansion,2-hydroxyethylphosphonate;3-hydroxypropanoic acid,2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|3-hydroxypropanoic acid:[SKiD_substrates,0.343]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8221909925846154,inhibit_synergy_model_inference_requires_assay_validation
71e9f5cddede5e72,ribulose bisphosphate carboxylase oxygenase,RuBisCO,vegetative_expansion,2-hydroxyethylphosphonate;3-hydroxypropanoic acid,2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|3-hydroxypropanoic acid:[SKiD_substrates,0.343]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8221909925846154,inhibit_synergy_model_inference_requires_assay_validation
6cb96a8334cad9db,peroxidase,Peroxidase,stress_response,2-hydroxyethylphosphonate;3-hydroxypropanoic acid,2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|3-hydroxypropanoic acid:[SKiD_substrates,0.343]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8221909925846154,inhibit_synergy_model_inference_requires_assay_validation
966368c1f9345d1e,peroxidase,Peroxidase,stress_response,(2-amino-1-hydroxyethyl)phosphonate;3-hydroxypropanoic acid,2,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.659]|3-hydroxypropanoic acid:[SKiD_substrates,0.343]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8220534854546155,inhibit_synergy_model_inference_requires_assay_validation
f419e3c776bd4e45,phosphoenolpyruvate carboxylase,PEPC,vegetative_expansion,(2-amino-1-hydroxyethyl)phosphonate;3-hydroxypropanoic acid,2,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.659]|3-hydroxypropanoic acid:[SKiD_substrates,0.343]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8220534854546155,inhibit_synergy_model_inference_requires_assay_validation
718267ce1ab1ec20,ribulose bisphosphate carboxylase oxygenase,RuBisCO,vegetative_expansion,(2-amino-1-hydroxyethyl)phosphonate;3-hydroxypropanoic acid,2,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.659]|3-hydroxypropanoic acid:[SKiD_substrates,0.343]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8220534854546155,inhibit_synergy_model_inference_requires_assay_validation
e5ee2d88901920a6,phosphoenolpyruvate carboxylase,PEPC,vegetative_expansion,"1,4-benzoquinone;2-hydroxyethylphosphonate",2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|1,4-benzoquinone:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8204298873179487,inhibit_synergy_model_inference_requires_assay_validation
097d97f88cab8c0d,ribulose bisphosphate carboxylase oxygenase,RuBisCO,vegetative_expansion,"1,4-benzoquinone;2-hydroxyethylphosphonate",2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|1,4-benzoquinone:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8204298873179487,inhibit_synergy_model_inference_requires_assay_validation
d300b51a93886359,peroxidase,Peroxidase,stress_response,"1,4-benzoquinone;2-hydroxyethylphosphonate",2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|1,4-benzoquinone:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8204298873179487,inhibit_synergy_model_inference_requires_assay_validation
0648607bd7b5688a,ribulose bisphosphate carboxylase oxygenase,RuBisCO,vegetative_expansion,"(2-amino-1-hydroxyethyl)phosphonate;1,4-benzoquinone",2,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.659]|1,4-benzoquinone:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8202923801879487,inhibit_synergy_model_inference_requires_assay_validation
43d7c5c01dde56d9,caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,"(2-amino-1-hydroxyethyl)phosphonate;1,4-benzoquinone",2,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.659]|1,4-benzoquinone:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8202923801879487,inhibit_synergy_model_inference_requires_assay_validation
41233a8654fc0b3c,hydroxycinnamate-CoA shikimate transferase,BAHD acyltransferase,early_vegetative,"(2-amino-1-hydroxyethyl)phosphonate;1,4-benzoquinone",2,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.659]|1,4-benzoquinone:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8202923801879487,inhibit_synergy_model_inference_requires_assay_validation
337097282ebd7a6c,phosphoenolpyruvate carboxylase,PEPC,vegetative_expansion,"(2-amino-1-hydroxyethyl)phosphonate;1,4-benzoquinone",2,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.659]|1,4-benzoquinone:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8202923801879487,inhibit_synergy_model_inference_requires_assay_validation
48d2b9a4288b1b58,caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,"(2-amino-1-hydroxyethyl)phosphonate;1,4-benzoquinone",2,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.659]|1,4-benzoquinone:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8202923801879487,inhibit_synergy_model_inference_requires_assay_validation
51a7b6827b488984,hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,"(2-amino-1-hydroxyethyl)phosphonate;1,4-benzoquinone",2,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.659]|1,4-benzoquinone:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8202923801879487,inhibit_synergy_model_inference_requires_assay_validation
4ca4ac40c49d833f,GH3 acyl adenylase-family enzyme,BAHD acyltransferase,germination,2-(2-hydroxyethylthio)ethanesulfonate;4-hydroxybenzoate,2,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]|4-hydroxybenzoate:[SKiD_substrates,0.429]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8202811499147827,inhibit_synergy_model_inference_requires_assay_validation
a76e0fa2ba7be305,GH157,GH,germination,2-(2-hydroxyethylthio)ethanesulfonate;4-hydroxybenzoate,2,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]|4-hydroxybenzoate:[SKiD_substrates,0.429]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8202811499147827,inhibit_synergy_model_inference_requires_assay_validation
9b61c4c02fee7876,acetolactate synthase,ALS/AHAS,seedling_emergence,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium;1,4-benzoquinone",2,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]|1,4-benzoquinone:[SKiD_substrates,0.364]",herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.92,0.8200785011216946,inhibit_synergy_model_inference_requires_assay_validation
bb56f2f4a0765565,EPSP synthase,EPSPS,early_vegetative,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium;1,4-benzoquinone",2,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]|1,4-benzoquinone:[SKiD_substrates,0.364]",herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.92,0.8200785011216946,inhibit_synergy_model_inference_requires_assay_validation
2afc4ff518653ec5,hydroxycinnamate-CoA shikimate transferase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate;p-toluquinone,2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|p-toluquinone:[SKiD_substrates,0.320]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8193324106879487,inhibit_synergy_model_inference_requires_assay_validation
aa4f12946a356547,caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate;p-toluquinone,2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|p-toluquinone:[SKiD_substrates,0.320]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8193324106879487,inhibit_synergy_model_inference_requires_assay_validation
49e6475b2624076a,caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-hydroxyethylphosphonate;p-toluquinone,2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|p-toluquinone:[SKiD_substrates,0.320]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8193324106879487,inhibit_synergy_model_inference_requires_assay_validation
aa4ccf52cb41059b,hydroxycinnamate-CoA shikimate transferase,BAHD acyltransferase,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate;p-toluquinone,2,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.659]|p-toluquinone:[SKiD_substrates,0.320]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8191949035579489,inhibit_synergy_model_inference_requires_assay_validation
29be88cf6428682a,caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate;p-toluquinone,2,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.659]|p-toluquinone:[SKiD_substrates,0.320]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8191949035579489,inhibit_synergy_model_inference_requires_assay_validation
543b306954ddfbc7,caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate;p-toluquinone,2,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.659]|p-toluquinone:[SKiD_substrates,0.320]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8191949035579489,inhibit_synergy_model_inference_requires_assay_validation
4573f58cd7c8c752,caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate;glycerone phosphate,2,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.536]|glycerone phosphate:[SKiD_substrates,0.434]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;transition_state_mimicry,0.92,0.8189410806192308,inhibit_synergy_model_inference_requires_assay_validation
c39ffcb82d48fa7d,GH13_11,GH,germination,2-(2-hydroxyethylthio)ethanesulfonate;2-hydroxyethylphosphonate,2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.599]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8185088289123077,inhibit_synergy_model_inference_requires_assay_validation
792853d4f819871c,GH43_13,GH,germination,2-(2-hydroxyethylthio)ethanesulfonate;2-hydroxyethylphosphonate,2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.599]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8185088289123077,inhibit_synergy_model_inference_requires_assay_validation
eca542b59b02f11f,alpha-amylase,amylase,germination,2-(2-hydroxyethylthio)ethanesulfonate;2-hydroxyethylphosphonate,2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.599]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8185088289123077,inhibit_synergy_model_inference_requires_assay_validation
64095c657cdb63ec,GH5_21,GH,germination,2-(2-hydroxyethylthio)ethanesulfonate;2-hydroxyethylphosphonate,2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.599]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8185088289123077,inhibit_synergy_model_inference_requires_assay_validation
b1ec55124b0e9666,Drought-Induced Branched-Chain Amino Acid Aminotransferase,Aminotransferase,germination,2-(2-hydroxyethylthio)ethanesulfonate;2-hydroxyethylphosphonate,2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.599]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8185088289123077,inhibit_synergy_model_inference_requires_assay_validation
79ac80b176ec28ed,Isochorismoyl-Glutamate Synthase; GH3 acyl adenylase-family enzyme,BAHD acyltransferase,germination,2-(2-hydroxyethylthio)ethanesulfonate;2-hydroxyethylphosphonate,2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.599]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8185088289123077,inhibit_synergy_model_inference_requires_assay_validation
778be5abcf53cbda,BAHD acyltransferase,BAHD acyltransferase,cell_wall_secondary_growth,2-(2-hydroxyethylthio)ethanesulfonate;2-hydroxyethylphosphonate,2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.599]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8185088289123077,inhibit_synergy_model_inference_requires_assay_validation
eccb5cc9dd12ba9a,GH169,GH,germination,2-(2-hydroxyethylthio)ethanesulfonate;2-hydroxyethylphosphonate,2,"2-hydroxyethylphosphonate:[SKiD_substrates,0.599]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8185088289123077,inhibit_synergy_model_inference_requires_assay_validation
f3a40d9da325d4b2,Drought-Induced Branched-Chain Amino Acid Aminotransferase,Aminotransferase,germination,(2-amino-1-hydroxyethyl)phosphonate;2-(2-hydroxyethylthio)ethanesulfonate,2,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.593]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8183713217823078,inhibit_synergy_model_inference_requires_assay_validation
2652ab6891910d5d,alpha-amylase,amylase,germination,(2-amino-1-hydroxyethyl)phosphonate;2-(2-hydroxyethylthio)ethanesulfonate,2,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.593]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.470]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8183713217823078,inhibit_synergy_model_inference_requires_assay_validation
9e1b1f5c4fd556c9,photosystem II,PSII,early_vegetative,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium;p-toluquinone,2,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]|p-toluquinone:[SKiD_substrates,0.362]",herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.92,0.8182370350460424,inhibit_synergy_model_inference_requires_assay_validation
00367eb4a994a2ea,photosystem II,PSII,early_vegetative,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium;2-chloro-1,4-benzoquinone",2,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]|2-chloro-1,4-benzoquinone:[SKiD_substrates,0.361]",herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.92,0.8172805216584839,inhibit_synergy_model_inference_requires_assay_validation
e32f2bdd710631bb,protoporphyrinogen oxidase,PPO,vegetative_expansion,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium;2-chloro-1,4-benzoquinone",2,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]|2-chloro-1,4-benzoquinone:[SKiD_substrates,0.361]",herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.92,0.8172805216584839,inhibit_synergy_model_inference_requires_assay_validation
ded349e5339604cf,acetyl-CoA carboxylase,ACCase,vegetative_expansion,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium;hydroquinone,2,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]|hydroquinone:[SKiD_substrates,0.361]",herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.92,0.8166537590186845,inhibit_synergy_model_inference_requires_assay_validation
ccfa21cfaebe6cc8,phosphoenolpyruvate carboxylase,PEPC,vegetative_expansion,"1,4-benzoquinone;2-(2-hydroxyethylthio)ethanesulfonate",2,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.536]|1,4-benzoquinone:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8162910216208026,inhibit_synergy_model_inference_requires_assay_validation
2814f26e3443ac6f,caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,"1,4-benzoquinone;2-(2-hydroxyethylthio)ethanesulfonate",2,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.536]|1,4-benzoquinone:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8162910216208026,inhibit_synergy_model_inference_requires_assay_validation
7676a9ee562c2c2b,hydroxycinnamate-CoA shikimate transferase,BAHD acyltransferase,early_vegetative,"1,4-benzoquinone;2-(2-hydroxyethylthio)ethanesulfonate",2,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.536]|1,4-benzoquinone:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8162910216208026,inhibit_synergy_model_inference_requires_assay_validation
252c893b4d94a678,peroxidase,Peroxidase,stress_response,"1,4-benzoquinone;2-(2-hydroxyethylthio)ethanesulfonate",2,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.536]|1,4-benzoquinone:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8162910216208026,inhibit_synergy_model_inference_requires_assay_validation
4ee92e04c0922951,ribulose bisphosphate carboxylase oxygenase,RuBisCO,vegetative_expansion,"1,4-benzoquinone;2-(2-hydroxyethylthio)ethanesulfonate",2,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.536]|1,4-benzoquinone:[SKiD_substrates,0.322]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8162910216208026,inhibit_synergy_model_inference_requires_assay_validation
8bee4dc5d6a0ca32,caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium;glycerone phosphate,2,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.463]|glycerone phosphate:[SKiD_substrates,0.434]",active_site_compatibility;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.92,0.8146465169370123,inhibit_synergy_model_inference_requires_assay_validation
b75992ab2a40bb4a,caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate;p-toluquinone,2,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.536]|p-toluquinone:[SKiD_substrates,0.320]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8144495555451505,inhibit_synergy_model_inference_requires_assay_validation
e64d6d1c0fcf4e9e,hydroxycinnamate-CoA shikimate transferase,BAHD acyltransferase,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate;p-toluquinone,2,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.536]|p-toluquinone:[SKiD_substrates,0.320]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8144495555451505,inhibit_synergy_model_inference_requires_assay_validation
a1eade8110c57e84,caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate;p-toluquinone,2,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.536]|p-toluquinone:[SKiD_substrates,0.320]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8144495555451505,inhibit_synergy_model_inference_requires_assay_validation
d4b2fc15fb066208,cytochrome P450,Cytochrome P450,specialized_metabolism,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium;1,2-naphthoquinone",2,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]|1,2-naphthoquinone:[SKiD_substrates,0.358]",herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.92,0.8142888069559421,inhibit_synergy_model_inference_requires_assay_validation
7ef94ea8bab2295e,protoporphyrinogen oxidase,PPO,vegetative_expansion,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium;1,2-naphthoquinone",2,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]|1,2-naphthoquinone:[SKiD_substrates,0.358]",herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.92,0.8142888069559421,inhibit_synergy_model_inference_requires_assay_validation
7f4ae17bfbbf0da0,cytochrome P450,Cytochrome P450,specialized_metabolism,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium;1,4-Naphthoquinone",2,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]|1,4-Naphthoquinone:[SKiD_substrates,0.358]",herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.92,0.8135991119594203,inhibit_synergy_model_inference_requires_assay_validation
1b78e4cbc28d3906,hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,"2-(2-hydroxyethylthio)ethanesulfonate;2-chloro-1,4-benzoquinone",2,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.536]|2-chloro-1,4-benzoquinone:[SKiD_substrates,0.319]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8134930421575919,inhibit_synergy_model_inference_requires_assay_validation
01b185974254aa63,caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,"2-(2-hydroxyethylthio)ethanesulfonate;2-chloro-1,4-benzoquinone",2,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.536]|2-chloro-1,4-benzoquinone:[SKiD_substrates,0.319]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior;transition_state_mimicry,0.92,0.8134930421575919,inhibit_synergy_model_inference_requires_assay_validation
