node_id,node_type,label,source_resource,evidence_class
Protein:P06621,Protein,P06621,SKiD,real_evidence
Protein:Q2KIG3,Protein,Q2KIG3,SKiD,real_evidence
Protein:Q04609,Protein,Q04609,SKiD,real_evidence
Protein:Q9BYF1,Protein,Q9BYF1,SKiD,real_evidence
Protein:P39377,Protein,P39377,SKiD,real_evidence
Protein:Q484B6,Protein,Q484B6,SKiD,real_evidence
Protein:Q6NY42,Protein,Q6NY42,SKiD,real_evidence
Protein:P00766,Protein,P00766,SKiD,real_evidence
Protein:Q9X6R4,Protein,Q9X6R4,SKiD,real_evidence
Protein:P00775,Protein,P00775,SKiD,real_evidence
Protein:B3VI58,Protein,B3VI58,SKiD,real_evidence
Protein:P98073,Protein,P98073,SKiD,real_evidence
Protein:P00784,Protein,P00784,SKiD,real_evidence
Protein:P00797,Protein,P00797,SKiD,real_evidence
Protein:P08473,Protein,P08473,SKiD,real_evidence
Protein:P14756,Protein,P14756,SKiD,real_evidence
Protein:P00800,Protein,P00800,SKiD,real_evidence
Protein:H0W0T5,Protein,H0W0T5,SKiD,real_evidence
Protein:P00805,Protein,P00805,SKiD,real_evidence
Protein:P50286,Protein,P50286,SKiD,real_evidence
Protein:Q7L266,Protein,Q7L266,SKiD,real_evidence
Protein:Q8TZE8,Protein,Q8TZE8,SKiD,real_evidence
Protein:P9WJN3,Protein,P9WJN3,SKiD,real_evidence
Protein:P12256,Protein,P12256,SKiD,real_evidence
Protein:Q91XE4,Protein,Q91XE4,SKiD,real_evidence
Protein:Q8VXY9,Protein,Q8VXY9,SKiD,real_evidence
Protein:Q99497,Protein,Q99497,SKiD,real_evidence
Protein:P47016,Protein,P47016,SKiD,real_evidence
Protein:Q03154,Protein,Q03154,SKiD,real_evidence
Protein:P45381,Protein,P45381,SKiD,real_evidence
Protein:P44514,Protein,P44514,SKiD,real_evidence
Protein:Q9KQ52,Protein,Q9KQ52,SKiD,real_evidence
Protein:P53184,Protein,P53184,SKiD,real_evidence
Protein:O31465,Protein,O31465,SKiD,real_evidence
Protein:Q86V24,Protein,Q86V24,SKiD,real_evidence
Protein:J7H3P9,Protein,J7H3P9,SKiD,real_evidence
Protein:P0AF18,Protein,P0AF18,SKiD,real_evidence
Protein:Q7DKE4,Protein,Q7DKE4,SKiD,real_evidence
Protein:P07061,Protein,P07061,SKiD,real_evidence
Protein:F1QCV2,Protein,F1QCV2,SKiD,real_evidence
Protein:Q0BRB0,Protein,Q0BRB0,SKiD,real_evidence
Protein:Q936X2,Protein,Q936X2,SKiD,real_evidence
Protein:Q96W94,Protein,Q96W94,SKiD,real_evidence
Protein:Q1M7F4,Protein,Q1M7F4,SKiD,real_evidence
Protein:P9WIJ3,Protein,P9WIJ3,SKiD,real_evidence
Protein:Q93LE9,Protein,Q93LE9,SKiD,real_evidence
Protein:B4E9I9,Protein,B4E9I9,SKiD,real_evidence
Protein:Q04066,Protein,Q04066,SKiD,real_evidence
Protein:Q81PP9,Protein,Q81PP9,SKiD,real_evidence
Protein:Q9VMC9,Protein,Q9VMC9,SKiD,real_evidence
Protein:P83772,Protein,P83772,SKiD,real_evidence
Protein:A0P0F0,Protein,A0P0F0,SKiD,real_evidence
Protein:O66990,Protein,O66990,SKiD,real_evidence
Protein:P05020,Protein,P05020,SKiD,real_evidence
Protein:Q81WF0,Protein,Q81WF0,SKiD,real_evidence
Protein:C7C422,Protein,C7C422,SKiD,real_evidence
Protein:H6WZS9,Protein,H6WZS9,SKiD,real_evidence
Protein:M1VE66,Protein,M1VE66,SKiD,real_evidence
Protein:P00808,Protein,P00808,SKiD,real_evidence
Protein:P00811,Protein,P00811,SKiD,real_evidence
Protein:P05364,Protein,P05364,SKiD,real_evidence
Protein:P13661,Protein,P13661,SKiD,real_evidence
Protein:P26918,Protein,P26918,SKiD,real_evidence
Protein:P28585,Protein,P28585,SKiD,real_evidence
Protein:P52699,Protein,P52699,SKiD,real_evidence
Protein:P52700,Protein,P52700,SKiD,real_evidence
Protein:P85302,Protein,P85302,SKiD,real_evidence
Protein:Q09HD0,Protein,Q09HD0,SKiD,real_evidence
Protein:Q3SAW3,Protein,Q3SAW3,SKiD,real_evidence
Protein:Q6XEC0,Protein,Q6XEC0,SKiD,real_evidence
Protein:Q76DI4,Protein,Q76DI4,SKiD,real_evidence
Protein:Q7WYA8,Protein,Q7WYA8,SKiD,real_evidence
Protein:Q9RMI1,Protein,Q9RMI1,SKiD,real_evidence
Protein:Q9XAY4,Protein,Q9XAY4,SKiD,real_evidence
Protein:P05089,Protein,P05089,SKiD,real_evidence
Protein:P53608,Protein,P53608,SKiD,real_evidence
Protein:Q8I384,Protein,Q8I384,SKiD,real_evidence
Protein:P07824,Protein,P07824,SKiD,real_evidence
Protein:Q0P9V0,Protein,Q0P9V0,SKiD,real_evidence
Protein:Q9ZN18,Protein,Q9ZN18,SKiD,real_evidence
Protein:Q9UM07,Protein,Q9UM07,SKiD,real_evidence
Protein:Q9Y2J8,Protein,Q9Y2J8,SKiD,real_evidence
Protein:Q9I6K2,Protein,Q9I6K2,SKiD,real_evidence
Protein:O94760,Protein,O94760,SKiD,real_evidence
Protein:Q9I4E3,Protein,Q9I4E3,SKiD,real_evidence
Protein:Q8GXV5,Protein,Q8GXV5,SKiD,real_evidence
Protein:P13981,Protein,P13981,SKiD,real_evidence
Protein:Q12178,Protein,Q12178,SKiD,real_evidence
Protein:O41078,Protein,O41078,SKiD,real_evidence
Protein:P28248,Protein,P28248,SKiD,real_evidence
Protein:Q5SH52,Protein,Q5SH52,SKiD,real_evidence
Protein:Q57609,Protein,Q57609,SKiD,real_evidence
Protein:Q07729,Protein,Q07729,SKiD,real_evidence
Protein:Q9HZ64,Protein,Q9HZ64,SKiD,real_evidence
Protein:Q9X034,Protein,Q9X034,SKiD,real_evidence
Protein:P00813,Protein,P00813,SKiD,real_evidence
Protein:Q8IJA9,Protein,Q8IJA9,SKiD,real_evidence
Protein:A6Q234,Protein,A6Q234,SKiD,real_evidence
Protein:Q9RW45,Protein,Q9RW45,SKiD,real_evidence
Protein:O52063,Protein,O52063,SKiD,real_evidence
Protein:O35000,Protein,O35000,SKiD,real_evidence
Protein:P0A759,Protein,P0A759,SKiD,real_evidence
Protein:D3WZ85,Protein,D3WZ85,SKiD,real_evidence
Protein:P37487,Protein,P37487,SKiD,real_evidence
Protein:P56153,Protein,P56153,SKiD,real_evidence
Protein:Q9H773,Protein,Q9H773,SKiD,real_evidence
Protein:Q9QY93,Protein,Q9QY93,SKiD,real_evidence
Protein:Q84CU3,Protein,Q84CU3,SKiD,real_evidence
Protein:Q9UKK9,Protein,Q9UKK9,SKiD,real_evidence
Protein:C0H4F3,Protein,C0H4F3,SKiD,real_evidence
Protein:O66548,Protein,O66548,SKiD,real_evidence
Protein:Q9U2M7,Protein,Q9U2M7,SKiD,real_evidence
Protein:P03195,Protein,P03195,SKiD,real_evidence
Protein:P06968,Protein,P06968,SKiD,real_evidence
Protein:P33316,Protein,P33316,SKiD,real_evidence
Protein:P33317,Protein,P33317,SKiD,real_evidence
Protein:Q8II92,Protein,Q8II92,SKiD,real_evidence
Protein:Q8JZL3,Protein,Q8JZL3,SKiD,real_evidence
Protein:P97687,Protein,P97687,SKiD,real_evidence
Protein:Q27895,Protein,Q27895,SKiD,real_evidence
Protein:P36639,Protein,P36639,SKiD,real_evidence
Protein:Q0P8U5,Protein,Q0P8U5,SKiD,real_evidence
Protein:Q06151,Protein,Q06151,SKiD,real_evidence
Protein:O95989,Protein,O95989,SKiD,real_evidence
Protein:Q8NFP7,Protein,Q8NFP7,SKiD,real_evidence
Protein:P0A776,Protein,P0A776,SKiD,real_evidence
Protein:Q75UV1,Protein,Q75UV1,SKiD,real_evidence
Protein:Q96DE0,Protein,Q96DE0,SKiD,real_evidence
Protein:Q57679,Protein,Q57679,SKiD,real_evidence
Protein:Q9WY06,Protein,Q9WY06,SKiD,real_evidence
Protein:P0AFC0,Protein,P0AFC0,SKiD,real_evidence
Protein:P84142,Protein,P84142,SKiD,real_evidence
Protein:P06802,Protein,P06802,SKiD,real_evidence
Protein:Q9BY32,Protein,Q9BY32,SKiD,real_evidence
Protein:Q980M3,Protein,Q980M3,SKiD,real_evidence
Protein:Q980A5,Protein,Q980A5,SKiD,real_evidence
Protein:P0CH62,Protein,P0CH62,SKiD,real_evidence
Protein:Q93TU6,Protein,Q93TU6,SKiD,real_evidence
Protein:G2IPX5,Protein,G2IPX5,SKiD,real_evidence
Protein:P83788,Protein,P83788,SKiD,real_evidence
Protein:Q16719,Protein,Q16719,SKiD,real_evidence
Protein:G2IN02,Protein,G2IN02,SKiD,real_evidence
Protein:P9WNH5,Protein,P9WNH5,SKiD,real_evidence
Protein:P96965,Protein,P96965,SKiD,real_evidence
Protein:Q6NAM1,Protein,Q6NAM1,SKiD,real_evidence
Protein:A6G7B1,Protein,A6G7B1,SKiD,real_evidence
Protein:Q6DND9,Protein,Q6DND9,SKiD,real_evidence
Protein:Q9A919,Protein,Q9A919,SKiD,real_evidence
Protein:P72156,Protein,P72156,SKiD,real_evidence
Protein:Q52086,Protein,Q52086,SKiD,real_evidence
Protein:P06169,Protein,P06169,SKiD,real_evidence
Protein:P06672,Protein,P06672,SKiD,real_evidence
Protein:C6F3U5,Protein,C6F3U5,SKiD,real_evidence
Protein:Q03034,Protein,Q03034,SKiD,real_evidence
Protein:Q12BV1,Protein,Q12BV1,SKiD,real_evidence
Protein:Q9HUU1,Protein,Q9HUU1,SKiD,real_evidence
Protein:Q8ZNC4,Protein,Q8ZNC4,SKiD,real_evidence
Protein:P07805,Protein,P07805,SKiD,real_evidence
Protein:P43099,Protein,P43099,SKiD,real_evidence
Protein:O50657,Protein,O50657,SKiD,real_evidence
Protein:P0A9H3,Protein,P0A9H3,SKiD,real_evidence
Protein:P00861,Protein,P00861,SKiD,real_evidence
Protein:P9WIU7,Protein,P9WIU7,SKiD,real_evidence
Protein:Q73PV9,Protein,Q73PV9,SKiD,real_evidence
Protein:P19113,Protein,P19113,SKiD,real_evidence
Protein:O26232,Protein,O26232,SKiD,real_evidence
Protein:P03962,Protein,P03962,SKiD,real_evidence
Protein:P11172,Protein,P11172,SKiD,real_evidence
Protein:Q8IJH3,Protein,Q8IJH3,SKiD,real_evidence
Protein:P20711,Protein,P20711,SKiD,real_evidence
Protein:P80041,Protein,P80041,SKiD,real_evidence
Protein:Q88JU5,Protein,Q88JU5,SKiD,real_evidence
Protein:P00864,Protein,P00864,SKiD,real_evidence
Protein:P07379,Protein,P07379,SKiD,real_evidence
Protein:P32377,Protein,P32377,SKiD,real_evidence
Protein:Q9FD73,Protein,Q9FD73,SKiD,real_evidence
Protein:P06132,Protein,P06132,SKiD,real_evidence
Protein:O93627,Protein,O93627,SKiD,real_evidence
Protein:P04718,Protein,P04718,SKiD,real_evidence
Protein:O28635,Protein,O28635,SKiD,real_evidence
Protein:Q7NSA6,Protein,Q7NSA6,SKiD,real_evidence
Protein:P0AEP7,Protein,P0AEP7,SKiD,real_evidence
Protein:Q06121,Protein,Q06121,SKiD,real_evidence
Protein:O09460,Protein,O09460,SKiD,real_evidence
Protein:P22259,Protein,P22259,SKiD,real_evidence
Protein:Q9WZC3,Protein,Q9WZC3,SKiD,real_evidence
Protein:A0A0G4DBU7,Protein,A0A0G4DBU7,SKiD,real_evidence
Protein:A0A060TAG5,Protein,A0A060TAG5,SKiD,real_evidence
Protein:P20906,Protein,P20906,SKiD,real_evidence
Protein:Q05115,Protein,Q05115,SKiD,real_evidence
Protein:Q1XGK3,Protein,Q1XGK3,SKiD,real_evidence
Protein:P0AFI0,Protein,P0AFI0,SKiD,real_evidence
Protein:P40149,Protein,P40149,SKiD,real_evidence
Protein:A0A0H5BR52,Protein,A0A0H5BR52,SKiD,real_evidence
Protein:A0A1C9V3S9,Protein,A0A1C9V3S9,SKiD,real_evidence
Protein:A0A1L7NZN4,Protein,A0A1L7NZN4,SKiD,real_evidence
Protein:I3EBM6,Protein,I3EBM6,SKiD,real_evidence
Protein:P00883,Protein,P00883,SKiD,real_evidence
Protein:P04075,Protein,P04075,SKiD,real_evidence
Protein:P0AB71,Protein,P0AB71,SKiD,real_evidence
Protein:P9WQA3,Protein,P9WQA3,SKiD,real_evidence
Protein:Q8I8I2,Protein,Q8I8I2,SKiD,real_evidence
Protein:Q9U5N6,Protein,Q9U5N6,SKiD,real_evidence
Protein:P0A955,Protein,P0A955,SKiD,real_evidence
Protein:P0AB87,Protein,P0AB87,SKiD,real_evidence
Protein:P23522,Protein,P23522,SKiD,real_evidence
Protein:P0A6L0,Protein,P0A6L0,SKiD,real_evidence
Protein:D1MX73,Protein,D1MX73,SKiD,real_evidence
Protein:P52704,Protein,P52704,SKiD,real_evidence
Protein:P52705,Protein,P52705,SKiD,real_evidence
Protein:P75823,Protein,P75823,SKiD,real_evidence
Protein:O07051,Protein,O07051,SKiD,real_evidence
Protein:Q6KZI8,Protein,Q6KZI8,SKiD,real_evidence
Protein:B1IS70,Protein,B1IS70,SKiD,real_evidence
Protein:Q47098,Protein,Q47098,SKiD,real_evidence
Protein:P76469,Protein,P76469,SKiD,real_evidence
Protein:O54288,Protein,O54288,SKiD,real_evidence
Protein:Q4JC35,Protein,Q4JC35,SKiD,real_evidence
Protein:O69762,Protein,O69762,SKiD,real_evidence
Protein:P0DTQ0,Protein,P0DTQ0,SKiD,real_evidence
Protein:P0CT06,Protein,P0CT06,SKiD,real_evidence
Protein:P9WKK7,Protein,P9WKK7,SKiD,real_evidence
Protein:Q9I0K4,Protein,Q9I0K4,SKiD,real_evidence
Protein:A5W059,Protein,A5W059,SKiD,real_evidence
Protein:Q3J5L6,Protein,Q3J5L6,SKiD,real_evidence
Protein:P9WFX2,Protein,P9WFX2,SKiD,real_evidence
Protein:P0A6L4,Protein,P0A6L4,SKiD,real_evidence
Protein:Q2G160,Protein,Q2G160,SKiD,real_evidence
Protein:Q8NMD2,Protein,Q8NMD2,SKiD,real_evidence
Protein:Q9CKB0,Protein,Q9CKB0,SKiD,real_evidence
Protein:P77541,Protein,P77541,SKiD,real_evidence
Protein:Q2L887,Protein,Q2L887,SKiD,real_evidence
Protein:P9WNP5,Protein,P9WNP5,SKiD,real_evidence
Protein:P9WMK5,Protein,P9WMK5,SKiD,real_evidence
Protein:P26602,Protein,P26602,SKiD,real_evidence
Protein:P0A853,Protein,P0A853,SKiD,real_evidence
Protein:P31013,Protein,P31013,SKiD,real_evidence
Protein:Q54764,Protein,Q54764,SKiD,real_evidence
Protein:Q55688,Protein,Q55688,SKiD,real_evidence
Protein:P40881,Protein,P40881,SKiD,real_evidence
Protein:Q54735,Protein,Q54735,SKiD,real_evidence
Protein:A1SZA3,Protein,A1SZA3,SKiD,real_evidence
Protein:D4S0D1,Protein,D4S0D1,SKiD,real_evidence
Protein:O30557,Protein,O30557,SKiD,real_evidence
Protein:P15474,Protein,P15474,SKiD,real_evidence
Protein:P24670,Protein,P24670,SKiD,real_evidence
Protein:P58687,Protein,P58687,SKiD,real_evidence
Protein:Q48255,Protein,Q48255,SKiD,real_evidence
Protein:Q4K977,Protein,Q4K977,SKiD,real_evidence
Protein:Q1GNW6,Protein,Q1GNW6,SKiD,real_evidence
Protein:P29208,Protein,P29208,SKiD,real_evidence
Protein:Q47Q21,Protein,Q47Q21,SKiD,real_evidence
Protein:A4YI89,Protein,A4YI89,SKiD,real_evidence
Protein:Q10356,Protein,Q10356,SKiD,real_evidence
Protein:Q8ZL58,Protein,Q8ZL58,SKiD,real_evidence
Protein:Q8EMJ9,Protein,Q8EMJ9,SKiD,real_evidence
Protein:P05042,Protein,P05042,SKiD,real_evidence
Protein:P07954,Protein,P07954,SKiD,real_evidence
Protein:Q8U093,Protein,Q8U093,SKiD,real_evidence
Protein:Q59643,Protein,Q59643,SKiD,real_evidence
Protein:Q59470,Protein,Q59470,SKiD,real_evidence
Protein:P0AES2,Protein,P0AES2,SKiD,real_evidence
Protein:Q8UB77,Protein,Q8UB77,SKiD,real_evidence
Protein:P27830,Protein,P27830,SKiD,real_evidence
Protein:O60547,Protein,O60547,SKiD,real_evidence
Protein:Q51366,Protein,Q51366,SKiD,real_evidence
Protein:Q67A25,Protein,Q67A25,SKiD,real_evidence
Protein:A4VVI4,Protein,A4VVI4,SKiD,real_evidence
Protein:P24215,Protein,P24215,SKiD,real_evidence
Protein:Q7SID2,Protein,Q7SID2,SKiD,real_evidence
Protein:Q8ZNF9,Protein,Q8ZNF9,SKiD,real_evidence
Protein:P61459,Protein,P61459,SKiD,real_evidence
Protein:Q21FJ0,Protein,Q21FJ0,SKiD,real_evidence
Protein:P39116,Protein,P39116,SKiD,real_evidence
Protein:P9WG59,Protein,P9WG59,SKiD,real_evidence
Protein:Q5SL02,Protein,Q5SL02,SKiD,real_evidence
Protein:B5GMG2,Protein,B5GMG2,SKiD,real_evidence
Protein:Q9S5E2,Protein,Q9S5E2,SKiD,real_evidence
Protein:Q39761,Protein,Q39761,SKiD,real_evidence
Protein:A0A1C9J6A7,Protein,A0A1C9J6A7,SKiD,real_evidence
Protein:Q9X839,Protein,Q9X839,SKiD,real_evidence
Protein:B3VH91,Protein,B3VH91,SKiD,real_evidence
Protein:P0A731,Protein,P0A731,SKiD,real_evidence
Protein:Q9K499,Protein,Q9K499,SKiD,real_evidence
Protein:O81086,Protein,O81086,SKiD,real_evidence
Protein:A2PZA5,Protein,A2PZA5,SKiD,real_evidence
Protein:P13513,Protein,P13513,SKiD,real_evidence
Protein:Q40577,Protein,Q40577,SKiD,real_evidence
Protein:Q03471,Protein,Q03471,SKiD,real_evidence
Protein:Q9UR08,Protein,Q9UR08,SKiD,real_evidence
Protein:P37355,Protein,P37355,SKiD,real_evidence
Protein:Q9X9I8,Protein,Q9X9I8,SKiD,real_evidence
Protein:P40817,Protein,P40817,SKiD,real_evidence
Protein:P66899,Protein,P66899,SKiD,real_evidence
Protein:Q54HH2,Protein,Q54HH2,SKiD,real_evidence
Protein:P24481,Protein,P24481,SKiD,real_evidence
Protein:Q3M5Z3,Protein,Q3M5Z3,SKiD,real_evidence
Protein:P11544,Protein,P11544,SKiD,real_evidence
Protein:B2DFG5,Protein,B2DFG5,SKiD,real_evidence
Protein:P21310,Protein,P21310,SKiD,real_evidence
Protein:Q6KC22,Protein,Q6KC22,SKiD,real_evidence
Protein:P9WPY7,Protein,P9WPY7,SKiD,real_evidence
Protein:P18417,Protein,P18417,SKiD,real_evidence
Protein:P68175,Protein,P68175,SKiD,real_evidence
Protein:P0A6L2,Protein,P0A6L2,SKiD,real_evidence
Protein:Q30W70,Protein,Q30W70,SKiD,real_evidence
Protein:B6K8Y1,Protein,B6K8Y1,SKiD,real_evidence
Protein:P32929,Protein,P32929,SKiD,real_evidence
Protein:Q84AR1,Protein,Q84AR1,SKiD,real_evidence
Protein:Q86D28,Protein,Q86D28,SKiD,real_evidence
Protein:Q8KNG3,Protein,Q8KNG3,SKiD,real_evidence
Protein:Q8RDT4,Protein,Q8RDT4,SKiD,real_evidence
Protein:A0A0A5P8W7,Protein,A0A0A5P8W7,SKiD,real_evidence
Protein:Q60860,Protein,Q60860,SKiD,real_evidence
Protein:O34667,Protein,O34667,SKiD,real_evidence
Protein:N8X9V6,Protein,N8X9V6,SKiD,real_evidence
Protein:Q5LT18,Protein,Q5LT18,SKiD,real_evidence
Protein:E5Y378,Protein,E5Y378,SKiD,real_evidence
Protein:Q727N1,Protein,Q727N1,SKiD,real_evidence
Protein:E5Y7I4,Protein,E5Y7I4,SKiD,real_evidence
Protein:Q04760,Protein,Q04760,SKiD,real_evidence
Protein:Q68RJ8,Protein,Q68RJ8,SKiD,real_evidence
Protein:I1L6I6,Protein,I1L6I6,SKiD,real_evidence
Protein:Q9CAK8,Protein,Q9CAK8,SKiD,real_evidence
Protein:P0A738,Protein,P0A738,SKiD,real_evidence
Protein:P07998,Protein,P07998,SKiD,real_evidence
Protein:A0A1Y2HEJ3,Protein,A0A1Y2HEJ3,SKiD,real_evidence
Protein:Q7WSJ4,Protein,Q7WSJ4,SKiD,real_evidence
Protein:P22830,Protein,P22830,SKiD,real_evidence
Protein:P32396,Protein,P32396,SKiD,real_evidence
Protein:P0A6B4,Protein,P0A6B4,SKiD,real_evidence
Protein:P10724,Protein,P10724,SKiD,real_evidence
Protein:P94556,Protein,P94556,SKiD,real_evidence
Protein:P9WPW9,Protein,P9WPW9,SKiD,real_evidence
Protein:Q180W0,Protein,Q180W0,SKiD,real_evidence
Protein:Q65YW7,Protein,Q65YW7,SKiD,real_evidence
Protein:Q8RAK6,Protein,Q8RAK6,SKiD,real_evidence
Protein:Q9GZT4,Protein,Q9GZT4,SKiD,real_evidence
Protein:O34508,Protein,O34508,SKiD,real_evidence
Protein:M1GRN3,Protein,M1GRN3,SKiD,real_evidence
Protein:Q0FPQ4,Protein,Q0FPQ4,SKiD,real_evidence
Protein:P56868,Protein,P56868,SKiD,real_evidence
Protein:Q9A1B7,Protein,Q9A1B7,SKiD,real_evidence
Protein:H3ZMH5,Protein,H3ZMH5,SKiD,real_evidence
Protein:Q04HB7,Protein,Q04HB7,SKiD,real_evidence
Protein:P44859,Protein,P44859,SKiD,real_evidence
Protein:P9WP19,Protein,P9WP19,SKiD,real_evidence
Protein:F9USS9,Protein,F9USS9,SKiD,real_evidence
Protein:P11444,Protein,P11444,SKiD,real_evidence
Protein:Q9A1H8,Protein,Q9A1H8,SKiD,real_evidence
Protein:A0A0U1RGY0,Protein,A0A0U1RGY0,SKiD,real_evidence
Protein:A3MUJ4,Protein,A3MUJ4,SKiD,real_evidence
Protein:C8VAU8,Protein,C8VAU8,SKiD,real_evidence
Protein:P09147,Protein,P09147,SKiD,real_evidence
Protein:Q9WYX9,Protein,Q9WYX9,SKiD,real_evidence
Protein:Q96C23,Protein,Q96C23,SKiD,real_evidence
Protein:B8I944,Protein,B8I944,SKiD,real_evidence
Protein:Q5YXQ1,Protein,Q5YXQ1,SKiD,real_evidence
Protein:P00940,Protein,P00940,SKiD,real_evidence
Protein:P00942,Protein,P00942,SKiD,real_evidence
Protein:P9WG43,Protein,P9WG43,SKiD,real_evidence
Protein:Q5LIW1,Protein,Q5LIW1,SKiD,real_evidence
Protein:Q75WH8,Protein,Q75WH8,SKiD,real_evidence
Protein:O31662,Protein,O31662,SKiD,real_evidence
Protein:P63224,Protein,P63224,SKiD,real_evidence
Protein:Q93UJ2,Protein,Q93UJ2,SKiD,real_evidence
Protein:Q5JFM9,Protein,Q5JFM9,SKiD,real_evidence
Protein:Q2VMT2,Protein,Q2VMT2,SKiD,real_evidence
Protein:P12851,Protein,P12851,SKiD,real_evidence
Protein:O50083,Protein,O50083,SKiD,real_evidence
Protein:P0A7Z0,Protein,P0A7Z0,SKiD,real_evidence
Protein:P9WKD7,Protein,P9WKD7,SKiD,real_evidence
Protein:Q4CQE2,Protein,Q4CQE2,SKiD,real_evidence
Protein:Q9X0G9,Protein,Q9X0G9,SKiD,real_evidence
Protein:A3DIL8,Protein,A3DIL8,SKiD,real_evidence
Protein:P06744,Protein,P06744,SKiD,real_evidence
Protein:P83194,Protein,P83194,SKiD,real_evidence
Protein:P34884,Protein,P34884,SKiD,real_evidence
Protein:Q6T1W8,Protein,Q6T1W8,SKiD,real_evidence
Protein:Q01468,Protein,Q01468,SKiD,real_evidence
Protein:P00947,Protein,P00947,SKiD,real_evidence
Protein:P07445,Protein,P07445,SKiD,real_evidence
Protein:P39639,Protein,P39639,SKiD,real_evidence
Protein:Q15125,Protein,Q15125,SKiD,real_evidence
Protein:O75521,Protein,O75521,SKiD,real_evidence
Protein:Q05871,Protein,Q05871,SKiD,real_evidence
Protein:P41222,Protein,P41222,SKiD,real_evidence
Protein:O14684,Protein,O14684,SKiD,real_evidence
Protein:P00950,Protein,P00950,SKiD,real_evidence
Protein:Q86N96,Protein,Q86N96,SKiD,real_evidence
Protein:P71447,Protein,P71447,SKiD,real_evidence
Protein:P77366,Protein,P77366,SKiD,real_evidence
Protein:Q818Z9,Protein,Q818Z9,SKiD,real_evidence
Protein:O15305,Protein,O15305,SKiD,real_evidence
Protein:P26276,Protein,P26276,SKiD,real_evidence
Protein:Q92871,Protein,Q92871,SKiD,real_evidence
Protein:P56839,Protein,P56839,SKiD,real_evidence
Protein:Q68G84,Protein,Q68G84,SKiD,real_evidence
Protein:Q6GZ04,Protein,Q6GZ04,SKiD,real_evidence
Protein:Q84FL5,Protein,Q84FL5,SKiD,real_evidence
Protein:E3PY96,Protein,E3PY96,SKiD,real_evidence
Protein:P0AEJ2,Protein,P0AEJ2,SKiD,real_evidence
Protein:P38051,Protein,P38051,SKiD,real_evidence
Protein:D0VX20,Protein,D0VX20,SKiD,real_evidence
Protein:Q2PS28,Protein,Q2PS28,SKiD,real_evidence
Protein:Q1LRY0,Protein,Q1LRY0,SKiD,real_evidence
Protein:C5MR76,Protein,C5MR76,SKiD,real_evidence
Protein:P0AG18,Protein,P0AG18,SKiD,real_evidence
Protein:P22033,Protein,P22033,SKiD,real_evidence
Protein:A9S498,Protein,A9S498,SKiD,real_evidence
Protein:P0A9J8,Protein,P0A9J8,SKiD,real_evidence
Protein:P39912,Protein,P39912,SKiD,real_evidence
Protein:P42738,Protein,P42738,SKiD,real_evidence
Protein:P9WIC1,Protein,P9WIC1,SKiD,real_evidence
Protein:Q7CHH5,Protein,Q7CHH5,SKiD,real_evidence
Protein:Q84FH6,Protein,Q84FH6,SKiD,real_evidence
Protein:P19080,Protein,P19080,SKiD,real_evidence
Protein:P9WIB9,Protein,P9WIB9,SKiD,real_evidence
Protein:Q48485,Protein,Q48485,SKiD,real_evidence
Protein:Q4W1X2,Protein,Q4W1X2,SKiD,real_evidence
Protein:Q38802,Protein,Q38802,SKiD,real_evidence
Protein:G4U3G8,Protein,G4U3G8,SKiD,real_evidence
Protein:P28012,Protein,P28012,SKiD,real_evidence
Protein:V9P0A9,Protein,V9P0A9,SKiD,real_evidence
Protein:P11388,Protein,P11388,SKiD,real_evidence
Protein:Q51948,Protein,Q51948,SKiD,real_evidence
Protein:P56192,Protein,P56192,SKiD,real_evidence
Protein:O26708,Protein,O26708,SKiD,real_evidence
Protein:P21888,Protein,P21888,SKiD,real_evidence
Protein:P00962,Protein,P00962,SKiD,real_evidence
Protein:P00953,Protein,P00953,SKiD,real_evidence
Protein:Q9UGM6,Protein,Q9UGM6,SKiD,real_evidence
Protein:O95363,Protein,O95363,SKiD,real_evidence
Compound:4-amino-1-butanol,Compound,4-amino-1-butanol,SKiD,real_evidence
Compound:ethanol,Compound,ethanol,SKiD,real_evidence
Compound:(R)-2-pentanol,Compound,(R)-2-pentanol,SKiD,real_evidence
Compound:(R)-2-butanol,Compound,(R)-2-butanol,SKiD,real_evidence
Compound:3-Pentanol,Compound,3-Pentanol,SKiD,real_evidence
Compound:(S)-2-pentanol,Compound,(S)-2-pentanol,SKiD,real_evidence
Compound:1-Heptanol,Compound,1-Heptanol,SKiD,real_evidence
Compound:2-ethoxyethanol,Compound,2-ethoxyethanol,SKiD,real_evidence
Compound:1-Hexanol,Compound,1-Hexanol,SKiD,real_evidence
Compound:trans-cinnamaldehyde,Compound,trans-cinnamaldehyde,SKiD,real_evidence
Compound:1-butanol,Compound,1-butanol,SKiD,real_evidence
Compound:1-propanol,Compound,1-propanol,SKiD,real_evidence
Compound:1-Pentanol,Compound,1-Pentanol,SKiD,real_evidence
Compound:(S)-2-butanol,Compound,(S)-2-butanol,SKiD,real_evidence
Compound:Isobutyraldehyde,Compound,Isobutyraldehyde,SKiD,real_evidence
Compound:NADH,Compound,NADH,SKiD,real_evidence
Compound:Cyclohexanol,Compound,Cyclohexanol,SKiD,real_evidence
Compound:NAD+,Compound,NAD+,SKiD,real_evidence
Compound:2-decanone,Compound,2-decanone,SKiD,real_evidence
