compound_id,compound_name,smiles,source_resource,source_detail,evidence_class,compound_name_canonical,mw,logp,tpsa,hbd,hba,hazard_proxy,persistence_proxy,availability_score,compound_priority_class,compound_exclusion_reason,natural_product_evidence_score,known_inhibitor_similarity_score,functional_group_inhibition_score,transition_state_mimic_score,active_site_compatibility_score,delivery_plausibility_score,solvent_penalty,reactive_aldehyde_penalty,generic_assay_penalty,intervention_suitability_score,phytochemical_class,phytochemical_class_score,functional_group_hits,compound_rule_evidence_class
4-cyclopentylphenol,4-cyclopentylphenol,C1(CCCC1)C1=CC=C(C=C1)O,SKiD_substrates,EC=1.1.3.38;site=Substrate+Cofactor,real_evidence,4-cyclopentylphenol,162.232,3.0498000000000025,20.23,1.0,1.0,0.5164183333333336,0.616454666666667,0.55,oxidative_stress_inducer_candidate,low_intervention_suitability_score,0.46,0.15,0.42000000000000004,0.1,0.28165305999999996,0.6965305999999998,0.0,0.0,0.15,0.18696648666666657,unclassified_or_unknown,0.0,phenolic_or_aromatic_hydroxyl,rule_based_model_inference_with_real_source_evidence
L-homoarginine,L-homoarginine,N[C@@H](CCCCNC(N)=N)C(=O)O,SKiD_substrates,EC=1.14.11.41;site=Substrate_only,real_evidence,l-homoarginine,188.23100000000002,-0.9483299999999986,125.21999999999998,5.0,3.0,0.2754004166666665,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.23402547523076922,0.6402547523076925,0.0,0.0,0.15,0.18637742523076928,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
2-oxoisovalerate,2-oxoisovalerate,O=C(C(=O)[O-])C(C)C,SKiD_substrates,EC=1.1.1.28;site=Substrate+Cofactor,real_evidence,2-oxoisovalerate,115.10799999999999,-1.0386000000000004,57.2,0.0,3.0,0.22574833333333338,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.22786855076923074,0.5786855076923076,0.0,0.0,0.15,0.18617875076923074,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
L-threonine,L-threonine,N[C@@H]([C@H](O)C)C(=O)O,SKiD_substrates,EC=1.1.1.103;site=Substrate+Cofactor,real_evidence,l-threonine,119.11999999999999,-1.2209,83.55,3.0,3.0,0.25187916666666665,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.2309054569230769,0.6090545692307692,0.0,0.0,0.15,0.18607995692307694,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
flavin,flavin,Cc1cc2nc3c(nc(=O)[nH]c3=O)n([*])c2cc1C,SKiD_substrates,EC=1.1.3.15;site=Substrate+Cofactor,real_evidence,flavin,241.23000000000002,0.5138400000000001,80.64000000000001,1.0,4.0,0.265255,0.24646,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.2521279196923077,0.821279196923077,0.0,0.0,0.15,0.1859805196923077,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
Caffeine,Caffeine,N1(C)C(=O)N(C)C=2N=CN(C)C2C1=O,SKiD_substrates,EC=1.14.13.128;site=Substrate_only,real_evidence,caffeine,194.19399999999996,-1.029300000000001,61.82,0.0,3.0,0.2904908333333334,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.2350125061538461,0.6501250615384614,0.0,0.0,0.15,0.18555360615384614,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
3-chlorocatechol,3-chlorocatechol,ClC1=C(C(O)=CC=C1)O,SKiD_substrates,EC=1.13.11.1;site=Substrate_only,real_evidence,3-chlorocatechol,144.55699999999996,1.7512000000000003,40.46,2.0,2.0,0.3393641666666667,0.388238,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.42000000000000004,0.1,0.28870676384615385,0.7670676384615384,0.0,0.0,0.15,0.18552402384615385,unclassified_or_unknown,0.0,phenolic_or_aromatic_hydroxyl,rule_based_model_inference_with_real_source_evidence
4-Chlorocatechol,4-Chlorocatechol,ClC=1C=C(C(O)=CC1)O,SKiD_substrates,EC=1.13.11.1;site=Substrate_only,real_evidence,4-chlorocatechol,144.557,1.7512000000000003,40.46,2.0,2.0,0.3393641666666667,0.388238,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.42000000000000004,0.1,0.28870676384615385,0.7670676384615385,0.0,0.0,0.15,0.18552402384615385,unclassified_or_unknown,0.0,phenolic_or_aromatic_hydroxyl,rule_based_model_inference_with_real_source_evidence
3-(2'-methylthio)ethylmalate,3-(2'-methylthio)ethylmalate,CSCCC(C(C(=O)O)O)C(=O)O,SKiD_substrates,EC=1.1.1.85;site=Substrate_only,real_evidence,3- 2 -methylthio ethylmalate,208.23499999999999,-0.11420000000000013,94.83,3.0,4.0,0.18780416666666666,0.11978999999999997,0.55,generic_assay_chemical,generic_metabolite_or_assay_chemical,0.443,0.15,0.15,0.25,0.24587176692307688,0.7587176692307691,0.0,0.0,0.75,0.18547206692307694,organosulfur_sulfonate,0.63,,rule_based_model_inference_with_real_source_evidence
pyrogallol,pyrogallol,C1(O)=C(O)C(O)=CC=C1,SKiD_substrates,EC=1.11.1.19;site=Substrate+Cofactor,real_evidence,pyrogallol,126.11099999999996,0.8033999999999994,60.69,3.0,3.0,0.2055174999999999,0.2179739999999999,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.24180635461538458,0.718063546153846,0.0,0.0,0.15,0.18510633461538462,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
"1-(3-methyl-1,4-dioxidoquinoxalin-2-yl)ethanone","1-(3-methyl-1,4-dioxidoquinoxalin-2-yl)ethanone",CC=1C(=[N+](C2=CC=CC=C2[N+]1[O-])[O-])C(C)=O,SKiD_substrates,EC=1.1.1.184;site=Cofactor_only,real_evidence,1- 3-methyl-1 4-dioxidoquinoxalin-2-yl ethanone,218.21199999999996,0.6176199999999998,70.94999999999999,0.0,3.0,0.2590458333333333,0.24841133333333326,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.24952097753846153,0.7952097753846153,0.0,0.0,0.15,0.1839625708717949,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
(S)-mandelic acid,(S)-mandelic acid,C([C@@H](O)C1=CC=CC=C1)(=O)O,SKiD_substrates,EC=1.1.3.2;site=Substrate_only,real_evidence,s -mandelic acid,152.14899999999997,0.8046,57.53,2.0,2.0,0.2273658333333333,0.23553266666666664,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.24344358384615383,0.7344358384615384,0.0,0.0,0.15,0.18271707051282046,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
2-oxocyclopentyl acetic acid,2-oxocyclopentyl acetic acid,O=C1C(CCC1)CC(=O)O,SKiD_substrates,EC=1.14.13.160;site=Substrate+Cofactor,real_evidence,2-oxocyclopentyl acetic acid,142.15400000000002,0.8303,54.370000000000005,1.0,2.0,0.2222491666666667,0.23315266666666667,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.24233705538461536,0.7233705538461539,0.0,0.0,0.15,0.18241494205128206,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
acetoacetate,acetoacetate,C(CC(=O)C)(=O)[O-],SKiD_substrates,EC=1.1.1.30;site=Substrate+Cofactor,real_evidence,acetoacetate,101.08099999999999,-1.2846,57.2,0.0,3.0,0.24480916666666663,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.22506280076923074,0.5506280076923077,0.0,0.0,0.15,0.18108570076923078,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
2-oxobutyrate,2-oxobutyrate,O=C(C(=O)[O-])CC,SKiD_substrates,EC=1.1.1.28;site=Substrate+Cofactor,real_evidence,2-oxobutyrate,101.081,-1.2846000000000004,57.2,0.0,3.0,0.24480916666666672,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.22506280076923074,0.5506280076923077,0.0,0.0,0.15,0.18108570076923075,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
shikimate,shikimate,C1C(C(C(C=C1C(=O)O)O)O)O,SKiD_substrates,EC=1.1.1.24;site=Substrate+Cofactor,real_evidence,shikimate,174.152,-1.5162,97.99000000000001,4.0,4.0,0.3346516666666667,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.23311130923076923,0.6311130923076922,0.0,0.0,0.15,0.17835310923076922,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
L-arginine,L-arginine,N[C@@H](CCCNC(N)=N)C(=O)O,SKiD_substrates,EC=1.13.12.2;site=Substrate+Cofactor,real_evidence,l-arginine,174.204,-1.338429999999999,125.21999999999998,5.0,3.0,0.3124737499999999,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.23023984523076924,0.6023984523076924,0.0,0.0,0.15,0.17814299523076926,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
3-phospho-D-glycerate,3-phospho-D-glycerate,C(C(C(=O)O)O)OP(=O)(O)O,SKiD_substrates,EC=1.1.1.95;site=Substrate+Cofactor,real_evidence,3-phospho-d-glycerate,186.05599999999998,-1.4587999999999999,124.29000000000002,4.0,4.0,0.3373966666666667,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.23051810615384613,0.6051810615384615,0.0,0.0,0.15,0.17543050615384614,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
L-Trp,L-Trp,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,SKiD_substrates,EC=1.13.11.52;site=Substrate+Cofactor,real_evidence,l-trp,204.22899999999996,1.1222999999999996,79.11,3.0,2.0,0.31047833333333325,0.3232026666666666,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.2530474053846154,0.8304740538461539,0.0,0.0,0.15,0.17533379205128205,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
H2O2,H2O2,OO,SKiD_substrates,EC=1.11.1.12;site=Substrate_only,real_evidence,h2o2,34.014,0.01739999999999997,40.46,2.0,2.0,0.03052,0.025575999999999998,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.17348845076923075,0.5598845076923077,0.0,0.0,0.15,0.17417997076923075,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
"2,4,6-Trichlorophenol","2,4,6-Trichlorophenol",ClC1=C(C(=CC(=C1)Cl)Cl)O,SKiD_substrates,EC=1.11.1.7;site=Substrate+Cofactor,real_evidence,2 4 6-trichlorophenol,197.44799999999998,3.3524,20.23,1.0,1.0,0.5835899999999999,0.6903653333333333,0.55,oxidative_stress_inducer_candidate,low_intervention_suitability_score,0.46,0.15,0.42000000000000004,0.1,0.2824397492307692,0.7043974923076923,0.0,0.0,0.15,0.17377972256410254,unclassified_or_unknown,0.0,phenolic_or_aromatic_hydroxyl,rule_based_model_inference_with_real_source_evidence
L-asparagine,L-asparagine,N[C@@H](CC(N)=O)C(=O)O,SKiD_substrates,EC=1.14.11.39;site=Substrate_only,real_evidence,l-asparagine,132.119,-1.7263000000000002,106.41000000000001,3.0,3.0,0.32588666666666666,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.22702465615384615,0.5702465615384615,0.0,0.0,0.15,0.17331825615384616,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
(R)-3-((carboxymethyl)amino)butanoate,(R)-3-((carboxymethyl)amino)butanoate,C(=O)(O)CN[C@@H](CC(=O)[O-])C,SKiD_substrates,EC=1.14.11.78;site=Substrate_only,real_evidence,r -3- carboxymethyl amino butanoate,160.14899999999997,-1.8108999999999988,89.46000000000001,2.0,4.0,0.3598199999999998,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.23109383769230768,0.6109383769230771,0.0,0.0,0.15,0.17331543769230773,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
O2,O2,O=O,SKiD_substrates,EC=1.1.99.18;site=Substrate+Cofactor,real_evidence,o2,31.998,0.067,34.14,0.0,2.0,0.03504,0.03249866666666667,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.17271489999999998,0.5521489999999999,0.0,0.0,0.15,0.17231020666666666,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
"5-nitro-1,3-benzodioxole","5-nitro-1,3-benzodioxole",[N+](=O)([O-])C1=CC2=C(OCO2)C=C1,SKiD_substrates,EC=1.11.2.1;site=Substrate+Cofactor,real_evidence,5-nitro-1 3-benzodioxole,167.12,1.3235,61.60000000000001,0.0,4.0,0.30470416666666666,0.33199666666666666,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.2487918,0.787918,0.0,0.0,0.15,0.17106756666666664,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
(R)-pantoate,(R)-pantoate,C([C@H](O)C(C)(C)CO)(=O)[O-],SKiD_substrates,EC=1.1.1.169;site=Substrate_only,real_evidence,r -pantoate,147.14999999999998,-1.8842999999999992,80.59,2.0,4.0,0.3581624999999999,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.22821429846153846,0.5821429846153846,0.0,0.0,0.15,0.17063479846153845,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
Urate,Urate,C12=C(NC(=O)N1)NC(=O)NC2=O,SKiD_substrates,EC=1.14.13.113;site=Substrate+Cofactor,real_evidence,urate,168.112,-1.7672000000000008,114.36999999999998,4.0,3.0,0.3609933333333334,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.22845966307692306,0.5845966307692307,0.0,0.0,0.15,0.17054046307692305,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
(2S)-2-acetolactate,(2S)-2-acetolactate,CC(=O)C(C)(C(=O)[O-])O,SKiD_substrates,EC=1.1.1.86;site=Substrate+Cofactor,real_evidence,2s -2-acetolactate,131.107,-1.9236999999999995,77.43,1.0,4.0,0.34971833333333324,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.2261765976923077,0.561765976923077,0.0,0.0,0.15,0.1696103976923077,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
"2,6-dichloroindophenol","2,6-dichloroindophenol",C1=CC(=O)C=CC1=NC2=CC(=C(C(=C2)Cl)O)Cl,SKiD_substrates,EC=1.1.99.18;site=Substrate+Cofactor,real_evidence,2 6-dichloroindophenol,268.099,3.466600000000001,49.66,1.0,3.0,0.6567408333333334,0.7564993333333335,0.55,oxidative_stress_inducer_candidate,low_intervention_suitability_score,0.46,0.15,0.42000000000000004,0.1,0.29178411615384614,0.7978411615384615,0.0,0.0,0.15,0.16905526948717944,unclassified_or_unknown,0.0,phenolic_or_aromatic_hydroxyl,rule_based_model_inference_with_real_source_evidence
(S)-lactate,(S)-lactate,C([C@@H](O)C)(=O)[O-],SKiD_substrates,EC=1.1.1.27;site=Substrate+Cofactor,real_evidence,s -lactate,89.07,-1.8828999999999996,60.36,1.0,3.0,0.30958749999999996,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.22049824153846154,0.5049824153846154,0.0,0.0,0.15,0.1687477415384615,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
"Butane-1,4-diol","Butane-1,4-diol",C(CCCO)O,SKiD_substrates,EC=1.1.3.13;site=Cofactor_only,real_evidence,butane-1 4-diol,90.12199999999999,-0.24880000000000002,40.46,2.0,2.0,0.10620166666666665,0.018614666666666654,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.17621009076923075,0.5871009076923076,0.0,0.0,0.15,0.1683767174358974,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
"(2S,3S)-butane-2,3-diol","(2S,3S)-butane-2,3-diol",C[C@@H]([C@H](C)O)O,SKiD_substrates,EC=1.1.1.76;site=Substrate+Cofactor,real_evidence,2s 3s -butane-2 3-diol,90.12199999999999,-0.252,40.46,2.0,2.0,0.10660166666666665,0.018081333333333324,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.17618833076923077,0.5868833076923077,0.0,0.0,0.15,0.1683496241025641,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
Mn2+,Mn2+,[Mn+2],SKiD_substrates,EC=1.11.1.16;site=Substrate+Cofactor,real_evidence,mn2+,54.938,-0.0025,0.0,0.0,0.0,0.04609416666666667,0.03620866666666667,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.16897414615384615,0.5147414615384616,0.0,0.0,0.15,0.1669461528205128,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
L-canavanine,L-canavanine,N[C@@H](CCONC(=N)N)C(=O)O,SKiD_substrates,EC=1.14.11.41;site=Substrate_only,real_evidence,l-canavanine,176.176,-1.7969299999999997,134.45,5.0,4.0,0.3714295833333333,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.22589682215384613,0.5589682215384615,0.0,0.0,0.15,0.16672527215384617,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
1-(3-methyl-4-oxidoquinoxalin-2-yl)ethanone,1-(3-methyl-4-oxidoquinoxalin-2-yl)ethanone,CC=1C(=NC2=CC=CC=C2[N+]1[O-])C(C)=O,SKiD_substrates,EC=1.1.1.184;site=Cofactor_only,real_evidence,1- 3-methyl-4-oxidoquinoxalin-2-yl ethanone,202.21299999999997,1.37922,56.9,0.0,3.0,0.3409133333333333,0.3646786666666666,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.2513001306153846,0.8130013061538461,0.0,0.0,0.15,0.1666162372820513,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
4-hydroxy-trans-stilbene,4-hydroxy-trans-stilbene,OC1=CC=C(C=C1)\C=C\C1=CC=CC=C1,SKiD_substrates,EC=1.11.2.1;site=Substrate+Cofactor,real_evidence,4-hydroxy-trans-stilbene,196.249,3.5626000000000024,20.23,1.0,1.0,0.6088658333333337,0.7245993333333338,0.55,low_priority_unknown,low_intervention_suitability_score,0.46,0.15,0.42000000000000004,0.1,0.2809135469230769,0.689135469230769,0.0,0.0,0.15,0.16648170025641015,unclassified_or_unknown,0.0,phenolic_or_aromatic_hydroxyl,rule_based_model_inference_with_real_source_evidence
"pentane-1,4-diol","pentane-1,4-diol",C(CCC(C)O)O,SKiD_substrates,EC=1.1.3.13;site=Cofactor_only,real_evidence,pentane-1 4-diol,104.14899999999999,0.13970000000000005,40.46,2.0,2.0,0.10425333333333332,0.09271599999999999,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.17998484076923077,0.6248484076923077,0.0,0.0,0.15,0.16645716076923078,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
"pentane-1,5-diol","pentane-1,5-diol",C(CCCCO)O,SKiD_substrates,EC=1.1.3.13;site=Cofactor_only,real_evidence,pentane-1 5-diol,104.14899999999999,0.1413000000000001,40.46,2.0,2.0,0.10445333333333333,0.09298266666666667,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.17999572076923076,0.6249572076923077,0.0,0.0,0.15,0.16642270743589743,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
"2,2'-sulfanediyldi(ethan-1-ol)","2,2'-sulfanediyldi(ethan-1-ol)",S(CCO)CCO,SKiD_substrates,EC=1.1.3.13;site=Cofactor_only,real_evidence,2 2 -sulfanediyldi ethan-1-ol,122.189,-0.2958,40.46,2.0,3.0,0.13879916666666667,0.032159333333333325,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.1784805176923077,0.6098051769230769,0.0,0.0,0.15,0.16565187102564105,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
"2-methylene-1,3-propanediol","2-methylene-1,3-propanediol",C=C(CO)CO,SKiD_substrates,EC=1.1.3.9;site=Substrate_only,real_evidence,2-methylene-1 3-propanediol,88.106,-0.4728,40.46,2.0,2.0,0.13252166666666665,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.17452405999999998,0.5702406,0.0,0.0,0.15,0.16502146,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
"4,5-dichlorocatechol","4,5-dichlorocatechol",ClC=1C=C(C(O)=CC1Cl)O,SKiD_substrates,EC=1.13.11.1;site=Substrate_only,real_evidence,4 5-dichlorocatechol,179.00199999999998,2.4046,40.46,2.0,2.0,0.4497433333333333,0.5201013333333333,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.42000000000000004,0.1,0.29042942,0.7842942,0.0,0.0,0.15,0.16345211333333334,unclassified_or_unknown,0.0,phenolic_or_aromatic_hydroxyl,rule_based_model_inference_with_real_source_evidence
"2-oxo-DELTA3-4,5,5-trimethylcyclopentenylacetic acid","2-oxo-DELTA3-4,5,5-trimethylcyclopentenylacetic acid",CC1=CC(=O)C(C1(C)C)CC(=O)O,SKiD_substrates,EC=1.14.13.160;site=Substrate+Cofactor,real_evidence,2-oxo-delta3-4 5 5-trimethylcyclopentenylacetic acid,182.21899999999997,1.6325,54.370000000000005,1.0,2.0,0.3559116666666666,0.39356266666666667,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.2510280346153846,0.8102803461538461,0.0,0.0,0.15,0.1622336212820513,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
"(R)-1,2-Propanediol","(R)-1,2-Propanediol",C([C@@H](C)O)O,SKiD_substrates,EC=1.1.3.13;site=Cofactor_only,real_evidence,r -1 2-propanediol,76.095,-0.6405,40.46,2.0,2.0,0.143475,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.17241358076923075,0.5491358076923076,0.0,0.0,0.15,0.16159658076923075,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
glycolate,glycolate,C(CO)(=O)[O-],SKiD_substrates,EC=1.1.3.15;site=Substrate+Cofactor,real_evidence,glycolate,75.043,-2.2713999999999994,60.36,1.0,3.0,0.3464608333333333,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.21672349153846154,0.4672349153846154,0.0,0.0,0.15,0.16054819153846156,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
D-fucose,D-fucose,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C,SKiD_substrates,EC=1.1.1.121;site=Cofactor_only,real_evidence,d-fucose,164.15699999999998,-2.3512000000000004,97.99000000000001,4.0,5.0,0.43069750000000007,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.22662602076923075,0.5662602076923076,0.0,0.0,0.15,0.16034232076923075,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
L-fucose,L-fucose,O=C[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C,SKiD_substrates,EC=1.1.1.121;site=Cofactor_only,real_evidence,l-fucose,164.15699999999998,-2.3512000000000004,97.99000000000001,4.0,5.0,0.43069750000000007,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.22662602076923075,0.5662602076923076,0.0,0.0,0.15,0.16034232076923075,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
glycolaldehyde,glycolaldehyde,C(CO)=O,SKiD_substrates,EC=1.1.1.21;site=Substrate+Cofactor,real_evidence,glycolaldehyde,60.05200000000001,-0.8224,37.3,1.0,2.0,0.15284333333333333,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.16940687999999998,0.5190688,0.0,0.0,0.15,0.15746568,unclassified_or_unknown,0.0,reactive_aldehyde,rule_based_model_inference_with_real_source_evidence
L-quinate,L-quinate,C1C(C(C(CC1(C(=O)O)O)O)O)O,SKiD_substrates,EC=1.1.1.24;site=Substrate+Cofactor,real_evidence,l-quinate,192.167,-2.3213999999999997,118.22000000000001,5.0,5.0,0.4503141666666666,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.2260565069230769,0.5605650692307692,0.0,0.0,0.15,0.15741880692307691,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
4-Trimethylammoniobutanoate,4-Trimethylammoniobutanoate,C[N+](CCCC(=O)[O-])(C)C,SKiD_substrates,EC=1.14.11.1;site=Substrate_only,real_evidence,4-trimethylammoniobutanoate,145.20199999999997,-0.777299999999999,40.129999999999995,0.0,2.0,0.21816416666666652,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.17701556,0.5951556,0.0,0.0,0.15,0.15723586000000003,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
"2,3-Pentanedione","2,3-Pentanedione",CC(C(CC)=O)=O,SKiD_substrates,EC=1.1.1.184;site=Apo site,real_evidence,2 3-pentanedione,100.11699999999999,0.5545,34.14,0.0,2.0,0.15274333333333334,0.15916133333333332,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.18153181923076922,0.6403181923076923,0.0,0.0,0.15,0.15686971256410256,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
(3R)-3-fluoro-4-(trimethylammonio)butanoate,(3R)-3-fluoro-4-(trimethylammonio)butanoate,F[C@H](CC(=O)[O-])C[N+](C)(C)C,SKiD_substrates,EC=1.14.11.1;site=Substrate_only,real_evidence,3r -3-fluoro-4- trimethylammonio butanoate,163.192,-0.8292999999999995,40.129999999999995,0.0,2.0,0.23965583333333326,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.17811499846153844,0.6061499846153846,0.0,0.0,0.15,0.15575629846153846,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
methyl-alpha-D-glucopyranoside,methyl-alpha-D-glucopyranoside,COC1C(C(C(C(O1)CO)O)O)O,SKiD_substrates,EC=1.1.99.29;site=Substrate+Cofactor,real_evidence,methyl-alpha-d-glucopyranoside,194.18300000000002,-2.5672999999999986,99.38000000000001,4.0,6.0,0.4827316666666665,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.25,0.22737321769230767,0.573732176923077,0.0,0.0,0.15,0.1548454176923077,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
diethylene glycol,diethylene glycol,C(COCCO)O,SKiD_substrates,EC=1.1.3.13;site=Cofactor_only,real_evidence,diethylene glycol,106.12099999999998,-1.0124,49.69,2.0,3.0,0.21498416666666664,0.0,0.55,low_priority_unknown,low_intervention_suitability_score,0.26,0.15,0.15,0.1,0.1736943376923077,0.5619433769230768,0.0,0.0,0.15,0.15429623769230771,unclassified_or_unknown,0.0,,rule_based_model_inference_with_real_source_evidence
